1101,台泥
1773,勝一
1776,展宇
3708,上緯投控
4720,德淵
4722,國精化
4739,康普
4755,三福化
4763,材料-KY
4764,雙鍵
4766,南寶
4770,上品
1598,岱宇
1701,中化
1707,葡萄王
1720,生達
1731,美吾華
1733,五鼎
1734,杏輝
1736,喬山
1752,南光
1760,寶齡富錦
1762,中化生
1783,和康生
1786,科妍
1789,神隆
1795,美時
3164,景岳
3705,永信
4104,佳醫
4106,雃博
4108,懷特
4119,旭富
4133,亞諾法
4137,麗豐-KY
4142,國光生
4148,全宇生技-KY
4155,訊映
4164,承業醫
4190,佐登-KY
4737,華廣
4746,台耀
6431,光麗-KY
6491,晶碩
6541,泰福-KY
6550,北極星藥業-KY
6598,ABC-KY
6666,羅麗芬-KY
6782,視陽
6796,晉弘
1802,台玻
1806,冠軍
1809,中釉
1810,和成
1817,凱撒衛
1903,士紙
1904,正隆
1905,華紙
1906,寶隆
1907,永豐餘
1909,榮成
6790,永豐實
2002,中鋼
2002A,中鋼特
2006,東和鋼鐵
2007,燁興
2008,高興昌
2009,第一銅
2010,春源
2012,春雨
2013,中鋼構
2014,中鴻
2015,豐興
2017,官田鋼
2020,美亞
2022,聚亨
2023,燁輝
2024,志聯
2025,千興
2027,大成鋼
2028,威致
2029,盛餘
2030,彰源
2031,新光鋼
2032,新鋼
2033,佳大
2034,允強
2038,海光
2069,運錩
2211,長榮鋼
3004,豐達科
5007,三星
5538,東明-KY
9958,世紀鋼
2101,南港
2102,泰豐
2103,台橡
2104,國際中橡
2105,正新
2106,建大
2107,厚生
2108,南帝
2109,華豐
2114,鑫永銓
6582,申豐
1319,東陽
1338,廣華-KY
1339,昭輝
1512,瑞利
1521,大億
1522,堤維西
1522A,堤維西甲特
1524,耿鼎
1525,江申
1533,車王電
1536,和大
1568,倉佑
1587,吉茂
2115,六暉-KY
2201,裕隆
2204,中華
2206,三陽工業
2207,和泰車
2227,裕日車
2228,劍麟
2231,為升
2233,宇隆
2236,百達-KY
2239,英利-KY
2241,艾姆勒
2243,宏旭-KY
2247,汎德永業
2250,IKKA-KY
2497,怡利電
3346,麗清
4551,智伸科
4557,永新-KY
4581,光隆精密-KY
6288,聯嘉
6605,帝寶
2302,麗正
2303,聯電
2329,華泰
2330,台積電
2337,旺宏
2338,光罩
2340,台亞
2342,茂矽
2344,華邦電
2351,順德
2363,矽統
2369,菱生
2379,瑞昱
2388,威盛
2401,凌陽
2408,南亞科
2434,統懋
2436,偉詮電
2441,超豐
2449,京元電子
2451,創見
2454,聯發科
2458,義隆
2481,強茂
3006,晶豪科
3014,聯陽
3016,嘉晶
3034,聯詠
3035,智原
3041,揚智
3054,立萬利
3094,聯傑
3189,景碩
3257,虹冠電
3413,京鼎
3443,創意
3450,聯鈞
3530,晶相光
3532,台勝科
3536,誠創
3545,敦泰
3583,辛耘
3588,通嘉
3592,瑞鼎
3661,世芯-KY
3686,達能
3711,日月光投控
4919,新唐
4952,凌通
4961,天鈺
4967,十銓
4968,立積
5222,全訊
5269,祥碩
5285,界霖
5471,松翰
6202,盛群
6239,力成
6243,迅杰
6257,矽格
6271,同欣電
6415,矽力*-KY
6451,訊芯-KY
6515,穎崴
6525,捷敏-KY
6531,愛普*
6533,晶心科
6552,易華電
6573,虹揚-KY
6695,芯鼎
6719,力智
6756,威鋒電子
6770,力積電
6789,采鈺
6799,來頡
8016,矽創
8028,昇陽半導體
8081,致新
8110,華東
8131,福懋科
8150,南茂
8261,富鼎
8271,宇瞻
2301,光寶科
2305,全友
2324,仁寶
2331,精英
2352,佳世達
2353,宏��
2356,英業達
2357,華碩
2362,藍天
2364,倫飛
2365,昆盈
2376,技嘉
2377,微星
2380,虹光
2382,廣達
2387,精元
2395,研華
2397,友通
2399,映泰
2405,輔信
2417,圓剛
2424,隴華
2425,承啟
2442,新美齊
2465,麗臺
2495,普安
3002,歐格
3005,神基
3013,晟銘電
3017,奇鋐
3022,威強電
3046,建��
3057,喬鼎
3060,銘異
3231,緯創
3416,融程電
3494,誠研
3515,華擎
3652,精聯
3701,大眾控
3706,神達
3712,永崴投控
4916,事欣科
4938,和碩
5215,科嘉-KY
5258,虹堡
6117,迎廣
6128,上福
6166,凌華
6206,飛捷
6230,尼得科超眾
6235,華孚
6277,宏正
6414,樺漢
6579,研揚
6591,動力-KY
6669,緯穎
8114,振樺電
8163,達方
8210,勤誠
9912,偉聯
2323,中環
2349,錸德
2374,佳能
2393,億光
2406,國碩
2409,友達
2426,鼎元
2429,銘旺科
2438,翔耀
2466,冠西電
2486,一詮
2489,瑞軒
2491,吉祥全
3008,大立光
3019,亞光
3024,憶聲
3031,佰鴻
3038,全台
3049,和鑫
3050,鈺德
3051,力特
3059,華晶科
3149,正達
3356,奇偶
3406,玉晶光
3437,榮創
3454,晶睿
3481,群創
3504,揚明光
3535,晶彩科
3543,州巧
3563,牧德
3576,聯合再生
3591,艾笛森
3622,洋華
3673,TPK-KY
3714,富采
4934,太極
4935,茂林-KY
4942,嘉彰
4956,光鋐
4960,誠美材
4976,佳凌
5234,達興材料
5243,乙盛-KY
5244,弘凱
5484,慧友
6116,彩晶
6120,達運
6164,華興
6168,宏齊
6176,瑞儀
6209,今國光
6225,天瀚
6226,光鼎
6278,台表科
6405,悅城
6443,元晶
6456,GIS-KY
6477,安集
6668,中揚光
6706,惠特
8104,錸寶
8105,凌巨
8215,明基材
2314,台揚
2321,東訊
2332,友訊
2345,智邦
2412,中華電
2419,仲琦
2439,美律
2444,兆勁
2450,神腦
2455,全新
2485,兆赫
2498,宏達電
3025,星通
3027,盛達
3045,台灣大
3047,訊舟
3062,建漢
3138,耀登
3311,閎暉
3380,明泰
3419,譁裕
3447,展達
3596,智易
3669,圓展
3682,亞太電
3694,海華
3704,合勤控
4904,遠傳
4906,正文
4977,眾達-KY
5388,中磊
6136,富爾特
6142,友勁
6152,百一
6216,居易
6285,啟��
6416,瑞祺電通
6426,統新
6442,光聖
6674,鋐寶科技
6792,詠業
8011,台通
8101,華冠
1471,首利
1582,信錦
2059,川湖
2308,台達電
2313,華通
2316,楠梓電
2327,國巨
2328,廣宇
2355,敬鵬
2367,燿華
2368,金像電
2375,凱美
2383,台光電
2385,群光
2392,正崴
2402,毅嘉
2413,環科
2415,錩新
2420,新巨
2421,建準
2428,興勤
2431,聯昌
2440,太空梭
2457,飛宏
2460,建通
2462,良得電
2467,志聖
2472,立隆電
2476,鉅祥
2478,大毅
2483,百容
2484,希華
2492,華新科
2493,揚博
3003,健和興
3011,今皓
3015,全漢
3021,鴻名
3023,信邦
3026,禾伸堂
3032,偉訓
3037,欣興
3042,晶技
3044,健鼎
3058,立德
3090,日電貿
3092,鴻碩
3229,晟鈦
3296,勝德
3308,聯德
3321,同泰
3338,泰碩
3376,新日興
3432,台端
3501,維熹
3533,嘉澤
3550,聯穎
3593,力銘
3605,宏致
3607,谷崧
3645,達邁
3653,健策
3679,新至陞
3715,定穎投控
4545,銘鈺
4912,聯德控股-KY
4915,致伸
4927,泰鼎-KY
4943,康控-KY
4958,臻鼎-KY
4989,榮科
4999,鑫禾
5469,瀚宇博
6108,競國
6115,鎰勝
6133,金橋
6141,柏承
6153,嘉聯益
6155,鈞寶
6191,精成科
6197,佳必琪
6205,詮欣
6213,聯茂
6224,聚鼎
6269,台郡
6282,康舒
6412,群電
6449,鈺邦
6672,騰輝電子-KY
6715,嘉基
6781,AES-KY
6834,天二科技
6835,圓裕
8039,台虹
8046,南電
8103,瀚荃
8213,志超
8249,菱光
2347,聯強
2414,精技
2430,燦坤
3010,華立
3028,增你強
3033,威健
3036,文曄
3036A,文曄甲特
3048,益登
3055,蔚華科
3209,全科
3312,弘憶股
3528,安馳
3702,大聯大
3702A,大聯大甲特
5434,崇越
6189,豐藝
6281,全國電
6776,展�眥篕�
8070,長華*
8072,陞泰
8112,至上
8112A,至上甲特
2427,三商電
2453,凌群
2468,華經
2471,資通
2480,敦陽科
3029,零壹
3130,一零四
4994,傳奇
5203,訊連
6112,邁達特
6183,關貿
6214,精誠
2312,金寶
2317,鴻海
2354,鴻準
2359,所羅門
2360,致茂
2373,震旦行
2390,云辰
2404,漢唐
2423,固緯
2433,互盛電
2459,敦吉
2461,光群雷
2464,盟立
2474,可成
2477,美隆電
2482,連宇
2488,漢平
3018,同開
3030,德律
3043,科風
3305,昇貿
3518,柏騰
3617,碩天
3665,貿聯-KY
5225,東科-KY
6139,亞翔
6192,巨路
6196,帆宣
6201,亞弘電
6215,和椿
6283,淳安
6409,旭隼
6438,迅得
6558,興能高
6689,伊雲谷
6691,洋基工程
6698,旭暉應材
6743,安普新
6830,汎銓
8021,尖點
8201,無敵
8499,鼎炫-KY
1316,上曜
1436,華友聯
1438,三地開發
1442,名軒
1453,大將
1456,怡華
1805,寶徠
1808,潤隆
2501,國建
2504,國產
2505,國揚
2506,太設
2509,全坤建
2511,太子
2515,中工
2516,新建
2520,冠德
2524,京城
2527,宏璟
2528,皇普
2530,華建
2534,宏盛
2535,達欣工
2536,宏普
2537,聯上發
2538,基泰
2539,櫻花建
2540,愛山林
2542,興富發
2543,皇昌
2545,皇翔
2546,根基
2547,日勝生
2548,華固
2597,潤弘
2923,鼎固-KY
3052,夆典
3056,總太
3266,昇陽
3703,欣陸
5515,建國
5519,隆大
5521,工信
5522,遠雄
5525,順天
5531,鄉林
5533,皇鼎
5534,長虹
5546,永固-KY
6177,達麗
9906,欣巴巴
9946,三發地產
2208,台船
2603,長榮
2605,新興
2606,裕民
2607,榮運
2608,嘉里大榮
2609,陽明
2610,華航
2611,志信
2612,中航
2613,中櫃
2615,萬海
2617,台航
2618,長榮航
2630,亞航
2633,台灣高鐵
2634,漢翔
2636,台驊投控
2637,慧洋-KY
2642,宅配通
5607,遠雄港
5608,四維航
8367,建新國際
2701,萬企
2702,華園
2704,國賓
2705,六福
2706,第一店
2707,晶華
2712,遠雄來
2722,夏都
2723,美食-KY
2727,王品
2731,雄獅
2739,寒舍
2748,雲品
2753,八方雲集
5706,鳳凰
8462,柏文
8940,新天地
9943,好樂迪
2801,彰銀
2809,京城銀
2812,台中銀
2816,旺旺保
2820,華票
2832,台產
2834,臺企銀
2836,高雄銀
2836A,高雄銀甲特
2838,聯邦銀
2838A,聯邦銀甲特
2845,遠東銀
2849,安泰銀
2850,新產
2851,中再保
2852,第一保
2855,統一證
2867,三商壽
2880,華南金
2881,富邦金
2881A,富邦特
2881B,富邦金乙特
2881C,富邦金丙特
2882,國泰金
2882A,國泰特
2882B,國泰金乙特
2883,開發金
2883B,開發金乙特
2884,玉山金
2885,元大金
2886,兆豐金
2887,台新金
2887E,台新戊特
2887F,台新戊特二
2887Z1,台新己特
2888,新光金
2888A,新光金甲特
2888B,新光金乙特
2889,國票金
2890,永豐金
2891,中信金
2891B,中信金乙特
2891C,中信金丙特
2892,第一金
2897,王道銀行
2897A,王道銀甲特
5876,上海商銀
5880,合庫金
6005,群益證
6024,群益期
1432,大魯閣
2601,益航
2901,欣欣
2903,遠百
2905,三商
2906,高林
2908,特力
2910,統領
2911,麗嬰房
2912,統一超
2913,農林
2915,潤泰全
2929,淘帝-KY
2939,凱羿-KY
2945,三商家購
4807,日成-KY
5906,台南-KY
5907,大洋-KY
8429,金麗-KY
8443,阿瘦
8454,富邦媒
2616,山隆
6505,台塑化
8926,台汽電
9908,大台北
9918,欣天然
9926,新海
9931,欣高
9937,全國
9103,美德醫療-DR
910322,康師傅-DR
9105,泰金寶-DR
910861,神州-DR
9110,越南控-DR
911608,明輝-DR
911622,泰聚亨-DR
911868,同方友友-DR
912000,晨訊科-DR
9136,巨騰-DR
0050,元大台灣50
0051,元大中型100
0052,富邦科技
0053,元大電子
0055,元大MSCI金融
0056,元大高股息
0057,富邦摩台
0061,元大寶滬深
006203,元大MSCI台灣
006204,永豐臺灣加權
006205,富邦上証
006206,元大上證50
006207,FH滬深
006208,富邦台50
00625K,富邦上証+R
00631L,元大台灣50正2
00632R,元大台灣50反1
00633L,富邦上証正2
00634R,富邦上証反1
00635U,期元大S&P黃金
00636,國泰中國A50
00636K,國泰中國A50+U
00637L,元大滬深300正2
00638R,元大滬深300反1
00639,富邦深100
00640L,富邦日本正2
00641R,富邦日本反1
00642U,期元大S&P石油
00643,群益深証中小
00643K,群益深証中小+R
00645,富邦日本
00646,元大S&P500
00647L,元大S&P500正2
00648R,元大S&P500反1
00650L,FH香港正2
00651R,FH香港反1
00652,富邦印度
00653L,富邦印度正2
00654R,富邦印度反1
00655L,國泰中國A50正2
00656R,國泰中國A50反1
00657,國泰日經225
00657K,國泰日經225+U
00660,元大歐洲50
00661,元大日經225
00662,富邦NASDAQ
00663L,國泰臺灣加權正2
00664R,國泰臺灣加權反1
00665L,富邦�琤肭磪囓�2
00666R,富邦�琤肭磪齯�1
00668,國泰美國道瓊
00668K,國泰美國道瓊+U
00669R,國泰美國道瓊反1
00670L,富邦NASDAQ正2
00671R,富邦NASDAQ反1
00673R,期元大S&P原油反1
00674R,期元大S&P黃金反1
00675L,富邦臺灣加權正2
00676R,富邦臺灣加權反1
00678,群益NBI生技
00680L,元大美債20正2
00681R,元大美債20反1
00682U,期元大美元指數
00683L,期元大美元指正2
00684R,期元大美元指反1
00685L,群益臺灣加權正2
00686R,群益臺灣加權反1
00688L,國泰20年美債正2
00689R,國泰20年美債反1
00690,兆豐藍籌30
00692,富邦公司治理
00693U,期街口S&P黃豆
00700,富邦�琤肭磪�
00701,國泰股利精選30
00702,國泰標普低波高息
00703,台新MSCI中國
00706L,期元大S&P日圓正2
00707R,期元大S&P日圓反1
00708L,期元大S&P黃金正2
00709,富邦歐洲
00710B,FH彭博非投等債
00711B,FH彭博新興債
00712,FH富時不動產
00713,元大台灣高息低波
00714,群益道瓊美國地產
00715L,期街口布蘭特正2
00717,富邦美國特別股
00728,第一金工業30
00730,富邦臺灣優質高息
00731,FH富時高息低波
00732,國泰RMB短期報酬
00733,富邦臺灣中小
00735,國泰臺韓科技
00736,國泰新興市場
00737,國泰AI+Robo
00738U,期元大道瓊白銀
00739,元大MSCIA股
00752,中信中國50
00753L,中信中國50正2
00757,統一FANG+
00762,元大全球AI
00763U,期街口道瓊銅
00770,國泰北美科技
00771,元大US高息特別股
00775B,新光投等債15+
00783,富邦中証500
00830,國泰費城半導體
00850,元大臺灣ESG永續
00851,台新全球AI
00852L,國泰美國道瓊正2
00861,元大全球未來通訊
00865B,國泰US短期公債
00875,國泰網路資安
00876,元大全球5G
00878,國泰永續高股息
00881,國泰台灣5G+
00882,中信中國高股息
00885,富邦越南
00891,中信關鍵半導體
00892,富邦台灣半導體
00893,國泰智能電動車
00894,中信小資高價30
00895,富邦未來車
00896,中信綠能及電動車
00897,富邦基因免疫生技
00898,國泰基因免疫革命
00899,FT潔淨能源
00900,富邦特選高股息30
00901,永豐智能車供應鏈
00902,中信電池及儲能
00903,富邦元宇宙
00904,新光臺灣半導體30
00905,FT臺灣Smart
00906,大華元宇宙科技50
00907,永豐優息存股
00908,富邦入息REITs+
00909,國泰數位支付服務
00910,第一金太空衛星
00911,兆豐洲際半導體
00912,中信臺灣智慧50
00913,兆豐台灣晶圓製造
00915,凱基優選高股息30
00916,國泰全球品牌50
00917,中信特選金融
00918,大華優利高填息30
00919,群益台灣精選高息
00920,富邦ESG綠色電力
00921,兆豐龍頭等權重
01001T,土銀富邦R1
01002T,土銀國泰R1
01003T,兆豐新光R1
01004T,土銀富邦R2
01007T,兆豐國泰R2
01009T,王道圓滿R1
01010T,京城樂富R1
020000,富邦特選蘋果N
020002,元富新中國N
020007,凱基臺灣500N
020011,統一微波高息20N
020012,富邦行動通訊N
020015,統一MSCI美低波N
020016,統一MSCI美科技N
020018,統一價值成長30N
020019,統一特選台灣5GN
02001L,富邦蘋果正二N
02001R,富邦蘋果反一N
02001S,策元大加權策略N
020020,元大台股領航N
020022,元大電動車N
020028,元大特選電動車N
020029,元大ESG高股息N
020030,統一智慧電動車N
020031,統一IC設計臺灣N
020032,元大綠能N
020034,元大IC設計N
6854,錼創科技-KY創
1342,八貫
1416,廣豐
1435,中福
1437,勤益控
1443,立益
1516,川飛
2062,橋椿
2348,海悅
2348A,海悅甲特
2358,廷鑫
2443,昶虹
2496,卓越
2514,龍邦
2614,東森
2904,匯僑
3040,遠見
3557,嘉威
4536,拓凱
5284,jpp-KY
5306,桂盟
5871,中租-KY
5871A,中租-KY甲特
6165,浪凡
6184,大豐電
6464,台數科
6504,南六
6581,鋼聯
6585,鼎基
6592,和潤企業
6592A,和潤企業甲特
6625,必應
6641,基士德-KY
6655,科定
6670,復盛應用
6671,三能-KY
6754,匯僑設計
6768,志強-KY
6806,森崴能源
6807,峰源-KY
8033,雷虎
8341,日友
8404,百和興業-KY
8411,福貞-KY
8422,可寧衛
8438,昶昕
8442,威宏-KY
8463,潤泰材
8464,億豐
8466,美吉吉-KY
8467,波力-KY
8473,山林水
8478,東哥遊艇
8481,政伸
8482,商億-KY
8488,吉源-KY
9802,鈺齊-KY
9902,台火
9904,寶成
9905,大華
9907,統一實
9910,豐泰
9911,櫻花
9914,美利達
9917,中保科
9919,康那香
9921,巨大
9924,福興
9925,新保
9927,泰銘
9928,中視
9929,秋雨
9930,中聯資源
9933,中鼎
9934,成霖
9935,慶豐富
9938,百和
9939,宏全
9940,信義
9941,裕融
9941A,裕融甲特
9942,茂順
9944,新麗
9945,潤泰新
9955,佳龍
030001,華新凱基29購02
030002,聯發科凱基25購17
030003,裕民凱基28購01
030004,長榮航凱基2B購01
030005,晶豪科凱基25購02
030008,大立光凱基26購04
030009,智原凱基25購03
030010,敦泰凱基29購02
030011,致伸凱基25購02
030012,新唐凱基25購06
030013,全訊凱基25購01
030014,祥碩凱基27購01
030015,聯茂凱基25購04
030016,致新凱基25購01
030017,富鼎凱基28購01
030018,威盛中信25購01
030021,志強中信25購01
030023,台積電國泰27購08
030024,台積電國泰27購09
030025,華新法興25購01
030027,大立光法興25購01
030028,群創法興25購02
030029,日月光法興25購01
030030,慧洋富邦26購01
030031,智原富邦29購01
030032,敦泰富邦26購01
030034,電子類富邦26購01
030035,元石油元大25購02
030036,道瓊反元大28購03
030037,美指2X元大26購01
030038,台泥元大25購02
030039,中砂元大25購04
030040,裕隆元大25購11
030041,鴻海元大2A購08
030042,鴻海元大2B購03
030043,國巨元大25購06
030044,台積電元大2A購21
030045,台積電元大2B購08
030046,技嘉元大25購05
030047,威盛元大25購06
030049,宏達電元大2B購02
030050,萬海元大25購07
030051,慧洋元大25購04
030052,大立光元大29購04
030053,大立光元大2A購01
030055,聯詠元大25購04
030056,智原元大25購03
030058,晶睿元大28購02
030059,敦泰元大27購03
030060,材料元大25購03
030061,新唐元大25購02
030062,祥碩元大25購06
030064,晶心科元大25購02
030065,緯穎元大25購09
030066,力智元大25購03
030067,威鋒電元大25購03
030068,南電元大2B購03
030069,南茂元大25購01
030070,欣興兆豐27購02
030071,晶心科兆豐25購01
030072,技嘉永豐26購01
030073,華擎永豐26購01
030077,義隆元富27購01
030078,祥碩元富26購01
030079,晶心科元富25購03
030080,臺指反凱基2B購04
030081,台泥凱基25購01
030082,中興電凱基25購01
030083,中砂凱基27購01
030084,裕隆凱基25購02
030085,鴻海凱基26購06
030086,美律凱基25購01
030087,全新凱基25購02
030088,揚明光凱基25購03
030089,華擎凱基26購02
030090,嘉澤凱基26購03
030091,碩天凱基26購01
030092,啟�硈肭�26購02
030093,晶心科凱基25購06
030094,嘉基凱基26購01
030096,T50反1國票26購02
030101,台泥國票26購01
030103,國巨國票26購01
030104,台積電國票26購04
030105,台積電國票27購02
030106,威盛國票26購02
030107,南亞科國票26購02
030108,宏達電國票26購02
030110,總太國票25購01
030112,嘉澤國票26購01
030113,致伸國票26購02
030114,祥碩國票25購02
030115,祥碩國票27購01
030116,晶心科國票26購04
030119,台泥中信25購01
030120,華新中信29購01
030121,中華中信25購01
030123,技嘉中信26購01
030124,全新中信25購01
030125,祥碩中信26購01
030127,中鴻元大25購02
030128,裕隆元大25購12
030129,裕隆元大29購02
030130,裕隆元大2A購01
030132,華通元大25購03
030135,台積電元大29購28
030136,台積電元大2A購22
030137,台積電元大2B購09
030138,威盛元大25購08
030139,長榮元大2B購02
030140,慧洋元大25購05
030141,大立光元大25購10
030142,大立光元大29購05
030144,智原元大25購04
030145,欣興元大2B購03
030146,台勝科元大25購03
030147,瑞鼎元大25購03
030148,祥碩元大25購07
030149,祥碩元大29購01
030150,祥碩元大2A購03
030151,聯茂元大25購03
030152,聯茂元大2A購01
030153,晶心科元大25購03
030154,緯穎元大25購10
030155,力智元大27購01
030156,南電元大2B購04
030159,台積電富邦26購09
030161,微星富邦28購01
030162,潤泰全富邦26購01
030163,瑞鼎富邦25購01
030164,滬深2X群益27購04
030166,臺指反群益27購01
030169,中華群益25購01
030170,鴻海群益26購01
030171,鴻海群益26購02
030172,台積電群益27購09
030174,台積電群益28購03
030175,華航群益25購02
030176,華航群益25購03
030177,萬海群益25購03
030178,萬海群益25購04
030179,萬海群益25購05
030180,慧洋群益26購01
030181,大立光群益25購10
030182,智原群益25購03
030183,晶心科群益27購01
030184,晶心科群益29購01
030185,威鋒電群益27購03
030187,AES群益27購01
030192,怡利電國票27購01
030194,晶豪科國票26購01
030198,天鈺國票25購02
030199,天鈺國票26購01
030200,中興電統一27購02
030201,晶豪科統一27購01
030202,玉晶光統一28購01
030203,台積電兆豐27購06
030204,祥碩兆豐25購01
030206,玉晶光康和25購01
030207,中興電永豐26購01
030208,裕隆永豐25購01
030210,富鼎永豐26購01
030211,裕隆元富25購03
030214,瑞鼎元富25購02
030215,祥碩元富27購02
030219,台積電麥證25購11
030223,智原麥證25購01
030225,中砂凱基25購04
030226,中鴻凱基27購01
030227,裕隆凱基27購02
030229,鴻海凱基29購02
030231,光罩凱基25購03
030232,建準凱基25購03
030236,漢翔凱基25購01
030237,材料凱基26購02
030238,祥碩凱基27購02
030240,穎崴凱基25購01
030241,台灣50元大28購04
030244,台灣50元大29購01
030245,台灣50元大29購02
030247,滬深2X元大29購01
030250,華新元大29購03
030253,大成鋼元大25購02
030254,華通元大25購04
030255,台積電元大29購29
030258,技嘉元大25購06
030262,晶豪科元大25購02
030263,晶豪科元大25購03
030264,大立光元大29購06
030267,智原元大2B購01
030268,瑞鼎元大25購04
030269,致伸元大25購06
030271,元晶元大25購05
030275,裕隆中信25購01
030276,愛普中信28購02
030277,聯發科國泰27購02
030278,聯發科國泰27購03
030279,長榮國泰27購04
030281,華碩富邦26購01
030283,玉晶光富邦25購01
030284,群創富邦26購01
030287,力智富邦27購02
030295,友達群益25購03
030296,怡利電群益29購02
030298,長榮群益25購14
030299,大立光群益25購11
030300,正文群益27購01
030301,嘉聯益群益25購02
030308,裕隆國票26購02
030309,台積電國票26購05
030318,裕隆麥證25購03
030326,世芯統一27購04
030329,國巨兆豐25購02
030333,力智兆豐26購02
030339,裕隆康和25購01
030342,大立光康和25購03
030343,世芯康和25購02
030344,南電康和25購05
030347,世芯永豐26購01
030351,裕隆富邦26購01
030359,三陽凱基25購02
030360,鴻海凱基25購07
030364,慧洋凱基25購03
030368,群創凱基25購03
030369,世芯凱基25購01
030370,世芯凱基26購04
030383,華新群益25購02
030391,智原群益25購04
030392,世芯群益25購02
030393,世芯群益25購03
030394,致伸群益26購01
030401,中砂元大25購06
030402,華新元大25購09
030403,華新元大25購10
030406,台積電元大29購30
030408,台積電元大2B購11
030421,南電元大25購07
030426,臺股指元大2A購09
030427,南亞國票25購01
030428,中興電國票26購02
030429,華新國票26購02
030431,聯電國票26購02
030432,國巨國票25購03
030434,長榮國票26購02
030435,八方國票26購02
030436,世芯國票26購04
030437,貿聯國票26購02
030439,威鋒電國票27購01
030440,華新康和27購01
030441,東陽永豐25購01
030442,華新永豐26購01
030443,台光電永豐25購01
030444,世芯永豐27購01
030445,晶碩永豐25購02
030446,裕隆元富25購05
030449,大立光元富2B購01
030450,台勝科元富25購02
030452,世芯元富2B購01
030453,遠東新麥證25購01
030456,大成鋼國泰27購01
030457,元黃金群益27購01
030459,裕隆群益26購01
030461,富邦金群益25購01
030462,大立光群益25購13
030463,玉晶光群益25購03
030464,世芯群益25購05
030465,元晶群益25購04
030466,力智群益25購05
030467,南電群益25購04
030468,台積電法興25購03
030469,台積電法興25購04
030470,聯發科法興25購01
030471,裕隆兆豐25購01
030472,光罩兆豐27購01
030473,長榮兆豐28購01
030474,玉晶光兆豐25購02
030475,臻鼎兆豐27購01
030476,台灣50凱基29購01
030477,台灣50凱基2B購01
030478,元石油凱基29購02
030479,臺指反凱基2B購05
030480,道瓊反凱基29購04
030481,SGBR2X凱基29購02
030482,南亞凱基25購01
030483,和大凱基25購01
030484,裕隆凱基25購03
030485,光罩凱基27購03
030486,友達凱基25購07
030487,仲琦凱基25購01
030489,興富發凱基26購01
030490,長榮凱基25購17
030491,陽明凱基25購05
030492,漢翔凱基26購01
030493,三商壽凱基26購01
030494,玉晶光凱基26購03
030495,新唐凱基27購02
030496,眾達凱基26購01
030497,聯茂凱基27購01
030498,富鼎凱基28購02
030503,台泥元大25購03
030504,華新元大25購11
030505,華新元大25購12
030506,裕隆元大25購13
030508,台積電元大29購31
030509,義隆元大25購02
030510,智原元大25購06
030511,建漢元大25購01
